filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Архитектура (3).png,29693,"{}",13,7,"{""name"":""polyline"",""all_points_x"":[359,465],""all_points_y"":[224,225]}","{""type"":""15"",""text"":""""}"
Архитектура (3).png,29693,"{}",13,8,"{""name"":""polyline"",""all_points_x"":[360,464],""all_points_y"":[334,335]}","{""type"":""15"",""text"":""""}"
Архитектура (3).png,29693,"{}",13,9,"{""name"":""polyline"",""all_points_x"":[245,245],""all_points_y"":[148,55]}","{""type"":""15"",""text"":""""}"
Архитектура (3).png,29693,"{}",13,10,"{""name"":""polyline"",""all_points_x"":[127,54],""all_points_y"":[272,273]}","{""type"":""15"",""text"":""""}"
Архитектура (3).png,29693,"{}",13,11,"{""name"":""rect"",""x"":127,""y"":118,""width"":235,""height"":281}","{""type"":""18"",""text"":""Amazon EC2 instances""}"
Архитектура (3).png,29693,"{}",13,12,"{""name"":""rect"",""x"":105,""y"":82,""width"":465,""height"":351}","{""type"":""18"",""text"":""AWS""}"
Архитектура (4).png,32522,"{}",25,0,"{""name"":""rect"",""x"":25,""y"":199,""width"":342,""height"":159}","{""type"":""17"",""text"":""База данных""}"
Архитектура (4).png,32522,"{}",25,1,"{""name"":""rect"",""x"":845,""y"":97,""width"":356,""height"":157}","{""type"":""17"",""text"":""ГИС-оболочка""}"
Архитектура (4).png,32522,"{}",25,2,"{""name"":""rect"",""x"":845,""y"":268,""width"":495,""height"":159}","{""type"":""17"",""text"":""Оболочка базы данных""}"
Архитектура (4).png,32522,"{}",25,3,"{""name"":""rect"",""x"":852,""y"":436,""width"":273,""height"":161}","{""type"":""17"",""text"":""Браузер""}"
Архитектура (4).png,32522,"{}",25,4,"{""name"":""rect"",""x"":17,""y"":643,""width"":596,""height"":161}","{""type"":""17"",""text"":""Картографический web-сервис""}"
Архитектура (4).png,32522,"{}",25,5,"{""name"":""rect"",""x"":756,""y"":1034,""width"":527,""height"":222}","{""type"":""17"",""text"":""Электронные пользовательские и тематические карты""}"
Архитектура (4).png,32522,"{}",25,6,"{""name"":""polyline"",""all_points_x"":[425,613,613,823],""all_points_y"":[221,219,327,326]}","{""type"":""15"",""text"":""""}"
Архитектура (4).png,32522,"{}",25,7,"{""name"":""polyline"",""all_points_x"":[1371,1434,1433,1387],""all_points_y"":[308,309,1110,1111]}","{""type"":""15"",""text"":""""}"
Архитектура (4).png,32522,"{}",25,8,"{""name"":""polyline"",""all_points_x"":[703,1089,1086],""all_points_y"":[700,700,616]}","{""type"":""15"",""text"":""""}"
Архитектура (4).png,32522,"{}",25,9,"{""name"":""polyline"",""all_points_x"":[204,203,363,362],""all_points_y"":[393,465,464,556]}","{""type"":""15"",""text"":""""}"
Архитектура (4).png,32522,"{}",25,10,"{""name"":""polyline"",""all_points_x"":[342,342,730],""all_points_y"":[868,1128,1128]}","{""type"":""15"",""text"":""""}"
Архитектура (4).png,32522,"{}",25,11,"{""name"":""rect"",""x"":482,""y"":269,""width"":19,""height"":29}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,12,"{""name"":""rect"",""x"":150,""y"":449,""width"":15,""height"":26}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,13,"{""name"":""rect"",""x"":304,""y"":471,""width"":17,""height"":28}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,14,"{""name"":""rect"",""x"":284,""y"":934,""width"":17,""height"":26}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,15,"{""name"":""rect"",""x"":653,""y"":1173,""width"":18,""height"":26}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,16,"{""name"":""rect"",""x"":1440,""y"":1155,""width"":14,""height"":26}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,17,"{""name"":""rect"",""x"":759,""y"":745,""width"":19,""height"":29}","{""type"":""0"",""text"":""1""}"
Архитектура (4).png,32522,"{}",25,18,"{""name"":""rect"",""x"":714,""y"":370,""width"":55,""height"":29}","{""type"":""0"",""text"":""1..*""}"
Архитектура (4).png,32522,"{}",25,19,"{""name"":""rect"",""x"":1438,""y"":235,""width"":50,""height"":36}","{""type"":""0"",""text"":""1..*""}"
Архитектура (4).png,32522,"{}",25,20,"{""name"":""rect"",""x"":1128,""y"":672,""width"":52,""height"":32}","{""type"":""0"",""text"":""1..*""}"
Архитектура (4).png,32522,"{}",25,21,"{""name"":""rect"",""x"":0,""y"":50,""width"":447,""height"":345}","{""type"":""18"",""text"":""Сервер баз данных""}"
Архитектура (4).png,32522,"{}",25,22,"{""name"":""rect"",""x"":817,""y"":-1,""width"":577,""height"":620}","{""type"":""18"",""text"":""Клиент""}"
Архитектура (4).png,32522,"{}",25,23,"{""name"":""rect"",""x"":3,""y"":531,""width"":723,""height"":340}","{""type"":""18"",""text"":""Web-сервер""}"
Архитектура (4).png,32522,"{}",25,24,"{""name"":""rect"",""x"":733,""y"":940,""width"":654,""height"":337}","{""type"":""18"",""text"":""Сервер электронных карт""}"
Архитектура (7).png,150298,"{}",30,0,"{""name"":""polyline"",""all_points_x"":[191,254],""all_points_y"":[39,39]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,1,"{""name"":""polyline"",""all_points_x"":[419,513],""all_points_y"":[39,39]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,2,"{""name"":""polyline"",""all_points_x"":[505,336],""all_points_y"":[51,113]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,3,"{""name"":""polyline"",""all_points_x"":[334,335],""all_points_y"":[61,112]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,4,"{""name"":""polyline"",""all_points_x"":[334,335],""all_points_y"":[151,207]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,5,"{""name"":""polyline"",""all_points_x"":[634,635,576],""all_points_y"":[152,241,242]}","{""type"":""15"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,6,"{""name"":""polyline"",""all_points_x"":[589,588],""all_points_y"":[68,113]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,7,"{""name"":""polyline"",""all_points_x"":[573,652],""all_points_y"":[267,269]}","{""type"":""15"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,8,"{""name"":""polyline"",""all_points_x"":[443,496],""all_points_y"":[256,256]}","{""type"":""15"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,9,"{""name"":""polyline"",""all_points_x"":[390,389,482],""all_points_y"":[307,421,420]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,10,"{""name"":""polyline"",""all_points_x"":[335,335,346,345],""all_points_y"":[306,394,396,484]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,11,"{""name"":""polyline"",""all_points_x"":[261,261],""all_points_y"":[424,456]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,12,"{""name"":""polyline"",""all_points_x"":[258,257],""all_points_y"":[306,349]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,13,"{""name"":""polyline"",""all_points_x"":[173,228],""all_points_y"":[257,257]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,14,"{""name"":""polyline"",""all_points_x"":[227,190,191,117,117],""all_points_y"":[282,283,313,311,335]}","{""type"":""16"",""text"":""""}"
Архитектура (7).png,150298,"{}",30,15,"{""name"":""rect"",""x"":21,""y"":18,""width"":172,""height"":46}","{""type"":""17"",""text"":""DNS""}"
Архитектура (7).png,150298,"{}",30,16,"{""name"":""rect"",""x"":256,""y"":17,""width"":163,""height"":48}","{""type"":""17"",""text"":""User's browser""}"
Архитектура (7).png,150298,"{}",30,17,"{""name"":""rect"",""x"":504,""y"":5,""width"":154,""height"":68}","{""type"":""17"",""text"":""CDN""}"
Архитектура (7).png,150298,"{}",30,18,"{""name"":""rect"",""x"":242,""y"":109,""width"":177,""height"":48}","{""type"":""17"",""text"":""Load Balancer""}"
Архитектура (7).png,150298,"{}",30,19,"{""name"":""rect"",""x"":493,""y"":103,""width"":169,""height"":50}","{""type"":""17"",""text"":""Cloud stroage""}"
Архитектура (7).png,150298,"{}",30,20,"{""name"":""rect"",""x"":1,""y"":219,""width"":173,""height"":72}","{""type"":""17"",""text"":""Database""}"
Архитектура (7).png,150298,"{}",30,21,"{""name"":""rect"",""x"":487,""y"":213,""width"":94,""height"":126}","{""type"":""17"",""text"":""Data \""firehose\""""}"
Архитектура (7).png,150298,"{}",30,22,"{""name"":""rect"",""x"":651,""y"":207,""width"":203,""height"":103}","{""type"":""17"",""text"":""Data warehouse""}"
Архитектура (7).png,150298,"{}",30,23,"{""name"":""rect"",""x"":216,""y"":204,""width"":231,""height"":105}","{""type"":""17"",""text"":""Web app servers""}"
Архитектура (7).png,150298,"{}",30,24,"{""name"":""rect"",""x"":25,""y"":334,""width"":176,""height"":47}","{""type"":""17"",""text"":""Caching service""}"
Архитектура (7).png,150298,"{}",30,25,"{""name"":""rect"",""x"":185,""y"":348,""width"":94,""height"":82}","{""type"":""17"",""text"":""Job Queue""}"
Архитектура (7).png,150298,"{}",30,26,"{""name"":""rect"",""x"":478,""y"":367,""width"":220,""height"":106}","{""type"":""17"",""text"":""Services""}"
Архитектура (7).png,150298,"{}",30,27,"{""name"":""rect"",""x"":53,""y"":455,""width"":232,""height"":99}","{""type"":""17"",""text"":""Job servers""}"
Архитектура (7).png,150298,"{}",30,28,"{""name"":""rect"",""x"":294,""y"":483,""width"":173,""height"":44}","{""type"":""17"",""text"":""Full text search service""}"
Архитектура (7).png,150298,"{}",30,29,"{""name"":""rect"",""x"":687,""y"":154,""width"":96,""height"":23}","{""type"":""0"",""text"":""Copy of data""}"
Архитектура (2).jpg,44881,"{}",24,0,"{""name"":""polyline"",""all_points_x"":[77,123],""all_points_y"":[119,120]}","{""type"":""16"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,1,"{""name"":""polyline"",""all_points_x"":[45,45],""all_points_y"":[149,178]}","{""type"":""16"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,2,"{""name"":""polyline"",""all_points_x"":[283,177,179],""all_points_y"":[225,225,161]}","{""type"":""15"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,3,"{""name"":""polyline"",""all_points_x"":[370,474,473],""all_points_y"":[224,224,163]}","{""type"":""15"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,4,"{""name"":""polyline"",""all_points_x"":[327,327],""all_points_y"":[252,288]}","{""type"":""15"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,5,"{""name"":""polyline"",""all_points_x"":[608,609],""all_points_y"":[179,150]}","{""type"":""16"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,6,"{""name"":""polyline"",""all_points_x"":[575,531],""all_points_y"":[121,121]}","{""type"":""16"",""text"":""""}"
Архитектура (2).jpg,44881,"{}",24,7,"{""name"":""rect"",""x"":12,""y"":93,""width"":66,""height"":57}","{""type"":""17"",""text"":""Interact API""}"
Архитектура (2).jpg,44881,"{}",24,8,"{""name"":""rect"",""x"":1,""y"":181,""width"":90,""height"":112}","{""type"":""17"",""text"":""Customer Facing Touch Point""}"
Архитектура (2).jpg,44881,"{}",24,9,"{""name"":""rect"",""x"":574,""y"":91,""width"":70,""height"":58}","{""type"":""17"",""text"":""Interact API""}"
Архитектура (2).jpg,44881,"{}",24,10,"{""name"":""rect"",""x"":562,""y"":180,""width"":90,""height"":115}","{""type"":""17"",""text"":""Test Touch Point""}"
Архитектура (2).jpg,44881,"{}",24,11,"{""name"":""rect"",""x"":280,""y"":196,""width"":93,""height"":57}","{""type"":""17"",""text"":""Interact Deployment""}"
Архитектура (2).jpg,44881,"{}",24,12,"{""name"":""rect"",""x"":247,""y"":7,""width"":51,""height"":78}","{""type"":""17"",""text"":""Profile DB""}"
Архитектура (2).jpg,44881,"{}",24,13,"{""name"":""rect"",""x"":247,""y"":95,""width"":50,""height"":75}","{""type"":""17"",""text"":""Runtime Tebles""}"
Архитектура (2).jpg,44881,"{}",24,14,"{""name"":""rect"",""x"":351,""y"":10,""width"":50,""height"":75}","{""type"":""17"",""text"":""Profile DB""}"
Архитектура (2).jpg,44881,"{}",24,15,"{""name"":""rect"",""x"":352,""y"":93,""width"":52,""height"":76}","{""type"":""17"",""text"":""Runtime Tables""}"
Архитектура (2).jpg,44881,"{}",24,16,"{""name"":""rect"",""x"":414,""y"":79,""width"":117,""height"":85}","{""type"":""17"",""text"":""Runtime Server""}"
Архитектура (2).jpg,44881,"{}",24,17,"{""name"":""rect"",""x"":122,""y"":79,""width"":115,""height"":85}","{""type"":""17"",""text"":""Runtime Server""}"
Архитектура (2).jpg,44881,"{}",24,18,"{""name"":""rect"",""x"":195,""y"":298,""width"":51,""height"":76}","{""type"":""17"",""text"":""System Tables""}"
Архитектура (2).jpg,44881,"{}",24,19,"{""name"":""rect"",""x"":411,""y"":297,""width"":53,""height"":77}","{""type"":""17"",""text"":""Customer DB""}"
Архитектура (2).jpg,44881,"{}",24,20,"{""name"":""rect"",""x"":261,""y"":287,""width"":131,""height"":67}","{""type"":""17"",""text"":""Campaign""}"
Архитектура (2).jpg,44881,"{}",24,21,"{""name"":""rect"",""x"":100,""y"":0,""width"":216,""height"":181}","{""type"":""18"",""text"":""PRODUCTION RUNTIME""}"
Архитектура (2).jpg,44881,"{}",24,22,"{""name"":""rect"",""x"":337,""y"":-1,""width"":215,""height"":181}","{""type"":""18"",""text"":""TEST RUNTIME""}"
Архитектура (2).jpg,44881,"{}",24,23,"{""name"":""rect"",""x"":180,""y"":270,""width"":293,""height"":123}","{""type"":""18"",""text"":""DESIGN ENVIRONMENT""}"
Блоксхема (9).jpg,87060,"{}",14,0,"{""name"":""rect"",""x"":329,""y"":11,""width"":259,""height"":99}","{""type"":""11"",""text"":""Начало""}"
Блоксхема (9).jpg,87060,"{}",14,1,"{""name"":""polygon"",""all_points_x"":[303,362,571,520],""all_points_y"":[271,155,156,271]}","{""type"":""14"",""text"":""Ввод a, b""}"
Блоксхема (9).jpg,87060,"{}",14,2,"{""name"":""polygon"",""all_points_x"":[307,450,601,452],""all_points_y"":[379,306,380,455]}","{""type"":""13"",""text"":""a > b""}"
Блоксхема (9).jpg,87060,"{}",14,3,"{""name"":""rect"",""x"":43,""y"":423,""width"":265,""height"":124}","{""type"":""12"",""text"":""b""}"
Блоксхема (9).jpg,87060,"{}",14,4,"{""name"":""rect"",""x"":641,""y"":422,""width"":258,""height"":125}","{""type"":""12"",""text"":""a""}"
Блоксхема (9).jpg,87060,"{}",14,5,"{""name"":""rect"",""x"":325,""y"":618,""width"":261,""height"":97}","{""type"":""11"",""text"":""Конец""}"
Блоксхема (9).jpg,87060,"{}",14,6,"{""name"":""rect"",""x"":183,""y"":332,""width"":74,""height"":41}","{""type"":""0"",""text"":""Нет""}"
Блоксхема (9).jpg,87060,"{}",14,7,"{""name"":""rect"",""x"":679,""y"":333,""width"":52,""height"":40}","{""type"":""0"",""text"":""Да""}"
Блоксхема (9).jpg,87060,"{}",14,8,"{""name"":""polyline"",""all_points_x"":[452,453],""all_points_y"":[115,157]}","{""type"":""10"",""text"":""""}"
Блоксхема (9).jpg,87060,"{}",14,9,"{""name"":""polyline"",""all_points_x"":[451,451],""all_points_y"":[269,304]}","{""type"":""10"",""text"":""""}"
Блоксхема (9).jpg,87060,"{}",14,10,"{""name"":""polyline"",""all_points_x"":[304,167,167],""all_points_y"":[379,381,422]}","{""type"":""10"",""text"":""""}"
Блоксхема (9).jpg,87060,"{}",14,11,"{""name"":""polyline"",""all_points_x"":[605,773,774],""all_points_y"":[380,379,422]}","{""type"":""10"",""text"":""""}"
Блоксхема (9).jpg,87060,"{}",14,12,"{""name"":""polyline"",""all_points_x"":[774,774,167,167],""all_points_y"":[548,577,577,547]}","{""type"":""10"",""text"":""""}"
Блоксхема (9).jpg,87060,"{}",14,13,"{""name"":""polyline"",""all_points_x"":[450,451],""all_points_y"":[613,577]}","{""type"":""10"",""text"":""""}"
Блоксхема (6).jpg,68170,"{}",0,0,"{}","{}"
Блоксхема (7).jpg,66058,"{}",0,0,"{}","{}"
Блоксхема (3).jpg,38008,"{}",23,0,"{""name"":""rect"",""x"":131,""y"":75,""width"":100,""height"":30}","{""type"":""11"",""text"":""Начало""}"
Блоксхема (3).jpg,38008,"{}",23,1,"{""name"":""polygon"",""all_points_x"":[81,119,271,233],""all_points_y"":[149,115,115,149]}","{""type"":""14"",""text"":""a,b,c""}"
Блоксхема (3).jpg,38008,"{}",23,2,"{""name"":""rect"",""x"":86,""y"":158,""width"":183,""height"":35}","{""type"":""12"",""text"":""min:=a""}"
Блоксхема (3).jpg,38008,"{}",23,3,"{""name"":""polygon"",""all_points_x"":[100,182,260,187],""all_points_y"":[220,199,215,237]}","{""type"":""13"",""text"":""b<min""}"
Блоксхема (3).jpg,38008,"{}",23,4,"{""name"":""polygon"",""all_points_x"":[225,299,391,297],""all_points_y"":[268,244,265,291]}","{""type"":""13"",""text"":""c<min""}"
Блоксхема (3).jpg,38008,"{}",23,5,"{""name"":""rect"",""x"":21,""y"":255,""width"":124,""height"":31}","{""type"":""12"",""text"":""min:=b""}"
Блоксхема (3).jpg,38008,"{}",23,6,"{""name"":""rect"",""x"":132,""y"":315,""width"":159,""height"":37}","{""type"":""12"",""text"":""min:=c""}"
Блоксхема (3).jpg,38008,"{}",23,7,"{""name"":""polygon"",""all_points_x"":[100,146,272,228],""all_points_y"":[446,404,405,446]}","{""type"":""14"",""text"":""min""}"
Блоксхема (3).jpg,38008,"{}",23,8,"{""name"":""rect"",""x"":153,""y"":460,""width"":111,""height"":33}","{""type"":""11"",""text"":""конец""}"
Блоксхема (3).jpg,38008,"{}",23,9,"{""name"":""rect"",""x"":86,""y"":202,""width"":14,""height"":15}","{""type"":""0"",""text"":""+""}"
Блоксхема (3).jpg,38008,"{}",23,10,"{""name"":""rect"",""x"":264,""y"":199,""width"":12,""height"":8}","{""type"":""0"",""text"":""-""}"
Блоксхема (3).jpg,38008,"{}",23,11,"{""name"":""rect"",""x"":382,""y"":248,""width"":11,""height"":12}","{""type"":""0"",""text"":""-""}"
Блоксхема (3).jpg,38008,"{}",23,12,"{""name"":""rect"",""x"":211,""y"":250,""width"":15,""height"":12}","{""type"":""0"",""text"":""+""}"
Блоксхема (3).jpg,38008,"{}",23,13,"{""name"":""polyline"",""all_points_x"":[179,179],""all_points_y"":[105,114]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,14,"{""name"":""polyline"",""all_points_x"":[180,181],""all_points_y"":[150,157]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,15,"{""name"":""polyline"",""all_points_x"":[182,182],""all_points_y"":[194,198]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,16,"{""name"":""polyline"",""all_points_x"":[263,297,297],""all_points_y"":[215,215,244]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,17,"{""name"":""polyline"",""all_points_x"":[224,199,199],""all_points_y"":[268,268,314]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,18,"{""name"":""polyline"",""all_points_x"":[392,416,416,200,200],""all_points_y"":[266,266,369,370,354]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,19,"{""name"":""polyline"",""all_points_x"":[98,69,70],""all_points_y"":[222,222,254]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,20,"{""name"":""polyline"",""all_points_x"":[69,69,302,302],""all_points_y"":[288,390,389,369]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,21,"{""name"":""polyline"",""all_points_x"":[194,194],""all_points_y"":[391,404]}","{""type"":""10"",""text"":""""}"
Блоксхема (3).jpg,38008,"{}",23,22,"{""name"":""polyline"",""all_points_x"":[194,194],""all_points_y"":[458,446]}","{""type"":""10"",""text"":""""}"
Блоксхема (8).jpg,83689,"{}",0,0,"{}","{}"
Блоксхема (4).jpg,83803,"{}",19,0,"{""name"":""ellipse"",""cx"":470,""cy"":144,""rx"":207.338,""ry"":47.702,""theta"":-0.036}","{""type"":""11"",""text"":""Начало""}"
